Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
Foods,Foods Supply Chain,90503293,16/01/25,Relex performance issue impacting the Overnight critical batches,Assess and explore alternative workarounds to enable faster recovery and minimize the impact on the RELEX overnight batch during an infrastructure issue.,Solution & Recovery,Michael Shotbolt(Relex),"19/03 - The reason automated recovery was not invoked was because there was a partial cable failure.  Monitoring has been enhanced to trigger in the case of a partial failure.
13/03 - No update received yet , mailed Michael and Tommi on this request
04/03 - Michael to share the update by today.
20/02 - Lisy also followed-up , no response from Relex.  Lisy to escalate the issue to Matt and have a call.
24/01/25 - Received the RCA document from Relex team .Still awaiting further details on why the automated failover did not happen.
16/01/25 - Relex are exploring an automated recovery process to ensure that , in the event of any issue in a specific environment , services can fail over to a functional environment. This will help prevent delays to the RELEX nightly batch. ",Relex,,NA,19/03/25,,Closed,,,,Naveen,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,90503293,16/01/25,Relex performance issue impacting the Overnight critical batches,"Develop a plan to grant additional access for sending business communications to the product teams - TPM/TEM during major incidents, ensuring timely and efficient communication to avoid delays",Business & IT Communication,Tamilenbakumar,"29/01 - Tamil confirmed with Lisy that access is not needed  to TEM's/TPM's as of now to the mailbox. As Shubankar already has access as Offshore service lead , no further action needed on this line item
24/01- Followed up with Tamil and as Lisy was on leave , no further updates were provided. Tamil to discuss with Lisy and update
16/01/25- A work order has been raised to grant access to additional team members, ensuring such delays are avoided in the future - Shubhankar De, Andrew Goslin. Bhuvana S",Foods,,NA,29/01/25,,Closed,,,,Naveen,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,90503293,16/01/25,Relex performance issue impacting the Overnight critical batches,Identify whether an alert is configured for the faulty network switch port and to understand what actions had been taken in response to the issue.,Problem identification & Alerting,Michael Shotbolt(Relex),"31/01/25- Relex confirmed to close this action item as alerting is in place
24/01/25 - Received the RCA document from Relex team and alerting is in place to help identify these issues. Still awaiting further details on why the automated failover did not happen.
16/01/25 - RELEX confirmed that no alerts were configured for the network switch issue. Hence, RELEX is exploring options to enhance their alerting mechanisms for hardware-related issues.",Relex,,NA,31/01/25,,Closed,,,,Naveen,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90474650,2/27/2025,"Customers encountering ""Sorry, Something Went Wrong"" errors on Customer.com website","Explore changes to store the Auth Session into Browser Session
Storage to reduce the number of requests and therefore reduce
error rate.",Solution & Recovery,Prince Kumar,"17/04: They conducted a spike and concluded that it is neither feasible nor secure to proceed with this approach. Instead, they are working on implementing server-side sessions, which will also reduce the overall number of requests and, consequently, the error rate. This is still a work in progress as it's a large piece of work. Once completed, the apps will need to adopt this capability.

27/02: A github ticket https://github.com/DigitalInnovation/onyx/issues/24711 has been raised, however, PM will follow up with Prince on 28/02 to get the latest progress",Onyx Web Platform Team,,01/05/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90474650,2/27/2025,"Customers encountering ""Sorry, Something Went Wrong"" errors on Customer.com website","Implement Onyx Auth Error Page so that control of the errors and
monitoring of it remains within the teams control",Problem identification & Alerting,Prince Kumar,"17/04: This is not needed as we have implemented the error state to be returned to the consuming apps, where they have more control on how they want to react to the errors. The action can be closed.



Here is the tracking ticket addressing the PIR for the incident - https://github.com/DigitalInnovation/onyx/issues/24928



27/02: A github ticket https://github.com/DigitalInnovation/onyx/issues/24711 has been raised, however, PM will follow up with Prince on 28/02 to get the latest progress",Onyx Web Platform Team,,,17/04/25,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90474650,2/27/2025,"Customers encountering ""Sorry, Something Went Wrong"" errors on Customer.com website",Rever the AuthSession provider changes which were implemented during the incident but did not yield for any improvements,Solution & Recovery,Prince Kumar,27/02 : The change was reverted on 13/01,Onyx Web Platform Team,,NA,27/02/25,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90474650,2/27/2025,"Customers encountering ""Sorry, Something Went Wrong"" errors on Customer.com website",Identify a long term fix for the logic issue within Next Auth to avoid errors on the website,Permanent Fix,Prince Kumar,27/02: The suggestion is to upgrade the Next Auth version and a github ticket github.com/DigitalInnovation/onyx/issues/24928 has been raised for it.,Onyx Web Platform Team,,NA,03/03/25,,Closed,,github.com/DigitalInnovation/onyx/issues/24928,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90618941,20/02/25,Customers were unable to check out on International Sites from 5:29 to 6:24,International Support Team to post all Sev1 and Sev2 incidents in the incident channel.,Issue handling/Management ,"Ramanathan, Chokkanathan ; Khalid, Hisham","
20-03-2025 - Tapas Rajan Prusty confirmed that this action item can be closed as the team agreed to Post in Teams Incident channel for all Sev 1 and Sev 2s

04-03-2025 - Follow up email sent to Hisham and Chokkanathan, awaiting feedback on all action items",.com,,25/02/25,20/03/25,,Closed,,,,Balaji,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90618941,20/02/25,Customers were unable to check out on International Sites from 5:29 to 6:24,International Support Team to engage on-call service lead out of office hours.,Issue handling/Management ,"Ramanathan, Chokkanathan; Khalid, Hisham","20-03-2025 - Tapas Rajan Prusty confirmed that this action item can be closed as the team is aware on how to engage the oncall Service lead during Out of office hours

04-03-2025 - Follow up email sent to Hisham and Chokkanathan, awaiting feedback on all action items",.com,,25/02/25,20/03/25,,Closed,,,,Balaji,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90618941,20/02/25,Customers were unable to check out on International Sites from 5:29 to 6:24,Follow up RCA and preventative measures with SFCC,Root Cause,"Ramanathan, Chokkanathan","RCA:  The Technology team and third-party vendor determined the initial root cause of the incident was a software bug that caused the load balancer to reboot. Typically, the pair of load balancers remain in sync to allow a graceful failover. In this case, there was a subset of VIP pools that were not configured the same way on the passive load balancer. The third-party vendor identified a further bug that was deemed to be the cause of the load balancers not remaining in sync.
The Technology team further addressed this issue by executing a change to sync the passive load balancer after the disruption. The Technology team also implemented alternate telemetry to identify when load balancers are out of sync.

Preventative action:
To maintain the performance level that our customers expect from Salesforce and to prevent this defect from recurring, our focus is on continuous improvement. The Technology team has identified and is implementing the following actions:
Complete:
? Collaborated with the third-party vendor: The Technology team investigated the impacted load balancer to identify the full root cause of this incident with the vendor.
In Progress:
? Adding additional monitoring: The Technology team is implementing a configuration drift monitoring system between active/passive load balancers.
? Creating a remediation plan while the bug still exists: The Technology team is investigating a remediation plan for load balancers containing the identified bug.

04-03-2025 - Follow up email sent to Hisham and Chokkanathan, awaiting feedback on all action items",.com,,06/03/25,20/02/25,,Closed,,,,Balaji,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90618941,20/02/25,Customers were unable to check out on International Sites from 5:29 to 6:24,SFCC service disruption alert timing to be reviewed.,Problem Identification & Alerting,"Ramanathan, Chokkanathan","
20-03-2025 - Tapas Rajan Prusty confirmed that Enhanced Monitoring has been set up, a  configuration drift monitoring system has been implemented to continuously track and maintain synchronization between active and passive load balancers.

04-03-2025 - Follow up email sent to Hisham and Chokkanathan, awaiting feedback on all action items",.com,,25/04/25,,,Open,,,,Balaji,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,90594365,2/14/2025,Some Flowers and hampers products were not available for next day delivery,Checkpoint for SOD status validation,Permanent Fix,Tarun/Meena,"11/04: The validation steps have been added in to the job
14/02: Availabilty service  is going to add a step in the
midnight automated job, as a checkpoint for SOD processing status. Based on status it will 
enable the execution for the automated job","Availability
Services Support",,NA,11/04/25,Y,Closed,NA,NA,NA,Kavitha,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,90594365,2/14/2025,Some Flowers and hampers products were not available for next day delivery,"Discuss with Supplier to agree on time frame for SOD 
process to avoid any conflict in future.",Problem avoidance,Laming. Mark,"09/02: Issue was taken up with supplier to streamline and ensure time consistency of 02:00 AM was followed moving forward to avoid such issue or supplier will 
call out if there was any deviation",Ops-Hub,,NA,14/02/25,Y,Closed,NA,NA,NA,Kavitha,16/09/25,#REF!,#REF!,#REF!,#REF!
